"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","tr_coni"
NA,NA,"La_18_1","16","14","1","La_18_1_R16N14",2018,NA,NA
NA,NA,"La_18_1","16","14","2","La_18_1_R16N14",2018,NA,NA
NA,NA,"La_18_1","16","14","3","La_18_1_R16N14",2018,NA,NA
"LAR1N85","pxw","La_18_1","16","15","1","La_18_1_R16N15",2018,1,0.013086301
"LAR1N85","pxw","La_18_1","16","15","2","La_18_1_R16N15",2018,1,0.018089578
"LAR1N85","pxw","La_18_1","16","15","3","La_18_1_R16N15",2018,1,0.014687787
NA,NA,"La_18_1","16","16","1","La_18_1_R16N16",2018,NA,NA
NA,NA,"La_18_1","16","16","2","La_18_1_R16N16",2018,NA,NA
NA,NA,"La_18_1","16","16","3","La_18_1_R16N16",2018,NA,NA
NA,NA,"La_18_1","16","17","1","La_18_1_R16N17",2018,NA,NA
NA,NA,"La_18_1","16","17","2","La_18_1_R16N17",2018,NA,NA
NA,NA,"La_18_1","16","17","3","La_18_1_R16N17",2018,NA,NA
NA,NA,"La_18_1","16","18","1","La_18_1_R16N18",2018,NA,NA
NA,NA,"La_18_1","16","18","2","La_18_1_R16N18",2018,NA,NA
NA,NA,"La_18_1","16","18","3","La_18_1_R16N18",2018,NA,NA
NA,NA,"La_18_1","16","19","1","La_18_1_R16N19",2018,NA,NA
NA,NA,"La_18_1","16","19","2","La_18_1_R16N19",2018,NA,NA
NA,NA,"La_18_1","16","19","3","La_18_1_R16N19",2018,NA,NA
NA,NA,"La_18_1","16","2","1","La_18_1_R16N2",2018,NA,NA
NA,NA,"La_18_1","16","2","2","La_18_1_R16N2",2018,NA,NA
NA,NA,"La_18_1","16","2","3","La_18_1_R16N2",2018,NA,NA
NA,NA,"La_18_1","16","20","1","La_18_1_R16N20",2018,NA,NA
NA,NA,"La_18_1","16","20","2","La_18_1_R16N20",2018,NA,NA
NA,NA,"La_18_1","16","20","3","La_18_1_R16N20",2018,NA,NA
"LAR1N91","pxw","La_18_1","16","21","1","La_18_1_R16N21",2018,0,0.007273483
"LAR1N91","pxw","La_18_1","16","21","2","La_18_1_R16N21",2018,0,0.012072542
"LAR1N91","pxw","La_18_1","16","21","3","La_18_1_R16N21",2018,0,0.009096408
NA,NA,"La_18_1","16","22","1","La_18_1_R16N22",2018,NA,NA
NA,NA,"La_18_1","16","22","2","La_18_1_R16N22",2018,NA,NA
NA,NA,"La_18_1","16","22","3","La_18_1_R16N22",2018,NA,NA
NA,NA,"La_18_1","16","23","1","La_18_1_R16N23",2018,NA,NA
NA,NA,"La_18_1","16","23","2","La_18_1_R16N23",2018,NA,NA
NA,NA,"La_18_1","16","23","3","La_18_1_R16N23",2018,NA,NA
NA,NA,"La_18_1","16","24","1","La_18_1_R16N24",2018,NA,NA
NA,NA,"La_18_1","16","24","2","La_18_1_R16N24",2018,NA,NA
NA,NA,"La_18_1","16","24","3","La_18_1_R16N24",2018,NA,NA
NA,NA,"La_18_1","16","25","1","La_18_1_R16N25",2018,NA,NA
NA,NA,"La_18_1","16","25","2","La_18_1_R16N25",2018,NA,NA
NA,NA,"La_18_1","16","25","3","La_18_1_R16N25",2018,NA,NA
NA,NA,"La_18_1","16","26","1","La_18_1_R16N26",2018,NA,NA
NA,NA,"La_18_1","16","26","2","La_18_1_R16N26",2018,NA,NA
NA,NA,"La_18_1","16","26","3","La_18_1_R16N26",2018,NA,NA
NA,NA,"La_18_1","16","27","1","La_18_1_R16N27",2018,NA,NA
NA,NA,"La_18_1","16","27","2","La_18_1_R16N27",2018,NA,NA
NA,NA,"La_18_1","16","27","3","La_18_1_R16N27",2018,NA,NA
"LAR1N98","pxw","La_18_1","16","28","1","La_18_1_R16N28",2018,1,NA
"LAR1N98","pxw","La_18_1","16","28","2","La_18_1_R16N28",2018,1,0.015889736
"LAR1N98","pxw","La_18_1","16","28","3","La_18_1_R16N28",2018,1,NA
"LAR1N99","pxw","La_18_1","16","29","1","La_18_1_R16N29",2018,0,0.012283888
NA,NA,"La_18_1","16","29","2","La_18_1_R16N29",2018,NA,NA
"LAR1N99","pxw","La_18_1","16","29","3","La_18_1_R16N29",2018,0,0.012005194
NA,NA,"La_18_1","16","3","1","La_18_1_R16N3",2018,NA,NA
NA,NA,"La_18_1","16","3","2","La_18_1_R16N3",2018,NA,NA
NA,NA,"La_18_1","16","3","3","La_18_1_R16N3",2018,NA,NA
"LAR1N100","pxw","La_18_1","16","30","1","La_18_1_R16N30",2018,0,0.005708333
"LAR1N100","pxw","La_18_1","16","30","2","La_18_1_R16N30",2018,0,0.006313407
"LAR1N100","pxw","La_18_1","16","30","3","La_18_1_R16N30",2018,0,0.007078272
NA,NA,"La_18_1","16","31","1","La_18_1_R16N31",2018,NA,NA
NA,NA,"La_18_1","16","31","2","La_18_1_R16N31",2018,NA,NA
NA,NA,"La_18_1","16","31","3","La_18_1_R16N31",2018,NA,NA
NA,NA,"La_18_1","16","32","1","La_18_1_R16N32",2018,NA,NA
NA,NA,"La_18_1","16","32","2","La_18_1_R16N32",2018,NA,NA
NA,NA,"La_18_1","16","32","3","La_18_1_R16N32",2018,NA,NA
NA,NA,"La_18_1","16","33","1","La_18_1_R16N33",2018,NA,NA
NA,NA,"La_18_1","16","33","2","La_18_1_R16N33",2018,NA,NA
NA,NA,"La_18_1","16","33","3","La_18_1_R16N33",2018,NA,NA
NA,NA,"La_18_1","16","34","1","La_18_1_R16N34",2018,NA,NA
NA,NA,"La_18_1","16","34","2","La_18_1_R16N34",2018,NA,NA
NA,NA,"La_18_1","16","34","3","La_18_1_R16N34",2018,NA,NA
"LAR1N69","pxw","La_18_1","16","4","1","La_18_1_R16N4",2018,1,0.009521471
"LAR1N69","pxw","La_18_1","16","4","2","La_18_1_R16N4",2018,1,0.011256384
NA,NA,"La_18_1","16","4","3","La_18_1_R16N4",2018,NA,NA
NA,NA,"La_18_1","16","5","1","La_18_1_R16N5",2018,NA,NA
NA,NA,"La_18_1","16","5","2","La_18_1_R16N5",2018,NA,NA
NA,NA,"La_18_1","16","5","3","La_18_1_R16N5",2018,NA,NA
"LAR1N72","pxw","La_18_1","16","6","1","La_18_1_R16N6",2018,1,0.013707271
"LAR1N72","pxw","La_18_1","16","6","2","La_18_1_R16N6",2018,1,0.021425107
"LAR1N72","pxw","La_18_1","16","6","3","La_18_1_R16N6",2018,1,0.015695675
NA,NA,"La_18_1","16","7","1","La_18_1_R16N7",2018,NA,NA
NA,NA,"La_18_1","16","7","2","La_18_1_R16N7",2018,NA,NA
NA,NA,"La_18_1","16","7","3","La_18_1_R16N7",2018,NA,NA
"LAR1N74","pxw","La_18_1","16","8","1","La_18_1_R16N8",2018,0,0.007950069
NA,NA,"La_18_1","16","8","2","La_18_1_R16N8",2018,NA,NA
NA,NA,"La_18_1","16","8","3","La_18_1_R16N8",2018,NA,NA
"LAR1N75","pxw","La_18_1","16","9","1","La_18_1_R16N9",2018,1,NA
"LAR1N75","pxw","La_18_1","16","9","2","La_18_1_R16N9",2018,1,0.021942348
"LAR1N75","pxw","La_18_1","16","9","3","La_18_1_R16N9",2018,1,NA
NA,NA,"La_18_1","17","1","1","La_18_1_R17N1",2018,NA,NA
NA,NA,"La_18_1","17","1","2","La_18_1_R17N1",2018,NA,NA
NA,NA,"La_18_1","17","1","3","La_18_1_R17N1",2018,NA,NA
"LAR1N111","pxw","La_18_1","17","10","1","La_18_1_R17N10",2018,0,0.012446897
"LAR1N111","pxw","La_18_1","17","10","2","La_18_1_R17N10",2018,0,0.008923647
"LAR1N111","pxw","La_18_1","17","10","3","La_18_1_R17N10",2018,0,0.018962237
NA,NA,"La_18_1","17","11","1","La_18_1_R17N11",2018,NA,NA
NA,NA,"La_18_1","17","11","2","La_18_1_R17N11",2018,NA,NA
NA,NA,"La_18_1","17","11","3","La_18_1_R17N11",2018,NA,NA
"LAR1N114","pxw","La_18_1","17","12","1","La_18_1_R17N12",2018,0,0.010831818
"LAR1N114","pxw","La_18_1","17","12","2","La_18_1_R17N12",2018,0,0.009046564
"LAR1N114","pxw","La_18_1","17","12","3","La_18_1_R17N12",2018,0,0.009465803
NA,NA,"La_18_1","17","13","1","La_18_1_R17N13",2018,NA,NA
NA,NA,"La_18_1","17","13","2","La_18_1_R17N13",2018,NA,NA
NA,NA,"La_18_1","17","13","3","La_18_1_R17N13",2018,NA,NA
"LAR1N117","pxw","La_18_1","17","14","1","La_18_1_R17N14",2018,1,0.016803562
"LAR1N117","pxw","La_18_1","17","14","2","La_18_1_R17N14",2018,1,0.015725769
"LAR1N117","pxw","La_18_1","17","14","3","La_18_1_R17N14",2018,1,0.018700289
NA,NA,"La_18_1","17","15","1","La_18_1_R17N15",2018,NA,NA
NA,NA,"La_18_1","17","15","2","La_18_1_R17N15",2018,NA,NA
NA,NA,"La_18_1","17","15","3","La_18_1_R17N15",2018,NA,NA
"LAR1N119","pxw","La_18_1","17","16","1","La_18_1_R17N16",2018,0,0.009399926
"LAR1N119","pxw","La_18_1","17","16","2","La_18_1_R17N16",2018,0,0.008679624
NA,NA,"La_18_1","17","16","3","La_18_1_R17N16",2018,NA,NA
NA,NA,"La_18_1","17","17","1","La_18_1_R17N17",2018,NA,NA
NA,NA,"La_18_1","17","17","2","La_18_1_R17N17",2018,NA,NA
NA,NA,"La_18_1","17","17","3","La_18_1_R17N17",2018,NA,NA
NA,NA,"La_18_1","17","18","1","La_18_1_R17N18",2018,NA,NA
NA,NA,"La_18_1","17","18","2","La_18_1_R17N18",2018,NA,NA
NA,NA,"La_18_1","17","18","3","La_18_1_R17N18",2018,NA,NA
NA,NA,"La_18_1","17","19","1","La_18_1_R17N19",2018,NA,NA
NA,NA,"La_18_1","17","19","2","La_18_1_R17N19",2018,NA,NA
NA,NA,"La_18_1","17","19","3","La_18_1_R17N19",2018,NA,NA
NA,NA,"La_18_1","17","2","1","La_18_1_R17N2",2018,NA,NA
NA,NA,"La_18_1","17","2","2","La_18_1_R17N2",2018,NA,NA
NA,NA,"La_18_1","17","2","3","La_18_1_R17N2",2018,NA,NA
"LAR1N125","pxw","La_18_1","17","20","1","La_18_1_R17N20",2018,1,0.00790201
"LAR1N125","pxw","La_18_1","17","20","2","La_18_1_R17N20",2018,1,0.01601315
"LAR1N125","pxw","La_18_1","17","20","3","La_18_1_R17N20",2018,1,0.009426736
"LAR2N1","pxw","La_18_1","17","21","1","La_18_1_R17N21",2018,1,0.015310714
"LAR2N1","pxw","La_18_1","17","21","2","La_18_1_R17N21",2018,1,0.015063216
"LAR2N1","pxw","La_18_1","17","21","3","La_18_1_R17N21",2018,1,0.0103715
"LAR2N2","pxw","La_18_1","17","22","1","La_18_1_R17N22",2018,1,0.021788414
"LAR2N2","pxw","La_18_1","17","22","2","La_18_1_R17N22",2018,1,NA
"LAR2N2","pxw","La_18_1","17","22","3","La_18_1_R17N22",2018,1,0.020625241
"LAR2N3","pxw","La_18_1","17","23","1","La_18_1_R17N23",2018,0,0.008625863
"LAR2N3","pxw","La_18_1","17","23","2","La_18_1_R17N23",2018,0,0.008738969
"LAR2N3","pxw","La_18_1","17","23","3","La_18_1_R17N23",2018,0,0.007488502
NA,NA,"La_18_1","17","24","1","La_18_1_R17N24",2018,NA,NA
NA,NA,"La_18_1","17","24","2","La_18_1_R17N24",2018,NA,NA
NA,NA,"La_18_1","17","24","3","La_18_1_R17N24",2018,NA,NA
NA,NA,"La_18_1","17","25","1","La_18_1_R17N25",2018,NA,NA
NA,NA,"La_18_1","17","25","2","La_18_1_R17N25",2018,NA,NA
NA,NA,"La_18_1","17","25","3","La_18_1_R17N25",2018,NA,NA
"LAR2N6","pxw","La_18_1","17","26","1","La_18_1_R17N26",2018,1,0.01320368
"LAR2N6","pxw","La_18_1","17","26","2","La_18_1_R17N26",2018,1,0.024509771
NA,NA,"La_18_1","17","26","3","La_18_1_R17N26",2018,NA,NA
NA,NA,"La_18_1","17","27","1","La_18_1_R17N27",2018,NA,NA
NA,NA,"La_18_1","17","27","2","La_18_1_R17N27",2018,NA,NA
NA,NA,"La_18_1","17","27","3","La_18_1_R17N27",2018,NA,NA
"LAR2N8","pxw","La_18_1","17","28","1","La_18_1_R17N28",2018,1,0.007780692
"LAR2N8","pxw","La_18_1","17","28","2","La_18_1_R17N28",2018,1,0.009636576
"LAR2N8","pxw","La_18_1","17","28","3","La_18_1_R17N28",2018,1,0.007746173
NA,NA,"La_18_1","17","29","1","La_18_1_R17N29",2018,NA,NA
NA,NA,"La_18_1","17","29","2","La_18_1_R17N29",2018,NA,NA
NA,NA,"La_18_1","17","29","3","La_18_1_R17N29",2018,NA,NA
"LAR1N103","pxw","La_18_1","17","3","1","La_18_1_R17N3",2018,0,0.010762466
"LAR1N103","pxw","La_18_1","17","3","2","La_18_1_R17N3",2018,0,0.008511667
"LAR1N103","pxw","La_18_1","17","3","3","La_18_1_R17N3",2018,0,0.006829068
NA,NA,"La_18_1","17","30","1","La_18_1_R17N30",2018,NA,NA
NA,NA,"La_18_1","17","30","2","La_18_1_R17N30",2018,NA,NA
NA,NA,"La_18_1","17","30","3","La_18_1_R17N30",2018,NA,NA
NA,NA,"La_18_1","17","31","1","La_18_1_R17N31",2018,NA,NA
NA,NA,"La_18_1","17","31","2","La_18_1_R17N31",2018,NA,NA
NA,NA,"La_18_1","17","31","3","La_18_1_R17N31",2018,NA,NA
NA,NA,"La_18_1","17","32","1","La_18_1_R17N32",2018,NA,NA
NA,NA,"La_18_1","17","32","2","La_18_1_R17N32",2018,NA,NA
NA,NA,"La_18_1","17","32","3","La_18_1_R17N32",2018,NA,NA
NA,NA,"La_18_1","17","33","1","La_18_1_R17N33",2018,NA,NA
NA,NA,"La_18_1","17","33","2","La_18_1_R17N33",2018,NA,NA
NA,NA,"La_18_1","17","33","3","La_18_1_R17N33",2018,NA,NA
NA,NA,"La_18_1","17","34","1","La_18_1_R17N34",2018,NA,NA
NA,NA,"La_18_1","17","34","2","La_18_1_R17N34",2018,NA,NA
NA,NA,"La_18_1","17","34","3","La_18_1_R17N34",2018,NA,NA
NA,NA,"La_18_1","17","4","1","La_18_1_R17N4",2018,NA,NA
NA,NA,"La_18_1","17","4","2","La_18_1_R17N4",2018,NA,NA
NA,NA,"La_18_1","17","4","3","La_18_1_R17N4",2018,NA,NA
NA,NA,"La_18_1","17","5","1","La_18_1_R17N5",2018,NA,NA
NA,NA,"La_18_1","17","5","2","La_18_1_R17N5",2018,NA,NA
NA,NA,"La_18_1","17","5","3","La_18_1_R17N5",2018,NA,NA
"LAR1N106","pxw","La_18_1","17","6","1","La_18_1_R17N6",2018,1,0.018602937
"LAR1N106","pxw","La_18_1","17","6","2","La_18_1_R17N6",2018,1,0.024672815
"LAR1N106","pxw","La_18_1","17","6","3","La_18_1_R17N6",2018,1,0.028091682
"LAR1N107","pxw","La_18_1","17","7","1","La_18_1_R17N7",2018,1,0.029789847
"LAR1N107","pxw","La_18_1","17","7","2","La_18_1_R17N7",2018,1,0.018726537
"LAR1N107","pxw","La_18_1","17","7","3","La_18_1_R17N7",2018,1,0.022556678
"LAR1N108","pxw","La_18_1","17","8","1","La_18_1_R17N8",2018,0,0.010775521
"LAR1N108","pxw","La_18_1","17","8","2","La_18_1_R17N8",2018,0,0.010646158
"LAR1N108","pxw","La_18_1","17","8","3","La_18_1_R17N8",2018,0,0.010995693
"LAR1N109","pxw","La_18_1","17","9","1","La_18_1_R17N9",2018,0,0.006776573
"LAR1N109","pxw","La_18_1","17","9","2","La_18_1_R17N9",2018,0,0.008852946
"LAR1N109","pxw","La_18_1","17","9","3","La_18_1_R17N9",2018,0,0.009212864
"LAR2N10","pxw","La_18_1","18","1","1","La_18_1_R18N1",2018,1,0.025979741
"LAR2N10","pxw","La_18_1","18","1","2","La_18_1_R18N1",2018,1,0.024532239
"LAR2N10","pxw","La_18_1","18","1","3","La_18_1_R18N1",2018,1,0.032516266
NA,NA,"La_18_1","18","10","1","La_18_1_R18N10",2018,NA,NA
NA,NA,"La_18_1","18","10","2","La_18_1_R18N10",2018,NA,NA
NA,NA,"La_18_1","18","10","3","La_18_1_R18N10",2018,NA,NA
"LAR2N20","pxw","La_18_1","18","11","1","La_18_1_R18N11",2018,0,0.008072188
"LAR2N20","pxw","La_18_1","18","11","2","La_18_1_R18N11",2018,0,0.006116513
NA,NA,"La_18_1","18","11","3","La_18_1_R18N11",2018,NA,NA
"LAR2N21","pxw","La_18_1","18","12","1","La_18_1_R18N12",2018,1,0.013458324
"LAR2N21","pxw","La_18_1","18","12","2","La_18_1_R18N12",2018,1,0.011742816
"LAR2N21","pxw","La_18_1","18","12","3","La_18_1_R18N12",2018,1,0.014296268
NA,NA,"La_18_1","18","13","1","La_18_1_R18N13",2018,NA,NA
NA,NA,"La_18_1","18","13","2","La_18_1_R18N13",2018,NA,NA
NA,NA,"La_18_1","18","13","3","La_18_1_R18N13",2018,NA,NA
NA,NA,"La_18_1","18","14","1","La_18_1_R18N14",2018,NA,NA
NA,NA,"La_18_1","18","14","2","La_18_1_R18N14",2018,NA,NA
NA,NA,"La_18_1","18","14","3","La_18_1_R18N14",2018,NA,NA
NA,NA,"La_18_1","18","15","1","La_18_1_R18N15",2018,NA,NA
NA,NA,"La_18_1","18","15","2","La_18_1_R18N15",2018,NA,NA
NA,NA,"La_18_1","18","15","3","La_18_1_R18N15",2018,NA,NA
NA,NA,"La_18_1","18","16","1","La_18_1_R18N16",2018,NA,NA
NA,NA,"La_18_1","18","16","2","La_18_1_R18N16",2018,NA,NA
NA,NA,"La_18_1","18","16","3","La_18_1_R18N16",2018,NA,NA
"LAR2N28","pxw","La_18_1","18","17","1","La_18_1_R18N17",2018,0,0.007988625
"LAR2N28","pxw","La_18_1","18","17","2","La_18_1_R18N17",2018,0,0.008064548
"LAR2N28","pxw","La_18_1","18","17","3","La_18_1_R18N17",2018,0,0.008594233
"LAR2N29","pxw","La_18_1","18","18","1","La_18_1_R18N18",2018,0,0.008258327
"LAR2N29","pxw","La_18_1","18","18","2","La_18_1_R18N18",2018,0,0.008835238
"LAR2N29","pxw","La_18_1","18","18","3","La_18_1_R18N18",2018,0,0.00927341
NA,NA,"La_18_1","18","19","1","La_18_1_R18N19",2018,NA,NA
NA,NA,"La_18_1","18","19","2","La_18_1_R18N19",2018,NA,NA
NA,NA,"La_18_1","18","19","3","La_18_1_R18N19",2018,NA,NA
"LAR2N11","pxw","La_18_1","18","2","1","La_18_1_R18N2",2018,1,0.012573187
"LAR2N11","pxw","La_18_1","18","2","2","La_18_1_R18N2",2018,1,0.018947453
"LAR2N11","pxw","La_18_1","18","2","3","La_18_1_R18N2",2018,1,0.022483991
"LAR2N31","pxw","La_18_1","18","20","1","La_18_1_R18N20",2018,0,0.00698031
"LAR2N31","pxw","La_18_1","18","20","2","La_18_1_R18N20",2018,0,0.009277344
"LAR2N31","pxw","La_18_1","18","20","3","La_18_1_R18N20",2018,0,0.005993954
NA,NA,"La_18_1","18","21","1","La_18_1_R18N21",2018,NA,NA
NA,NA,"La_18_1","18","21","2","La_18_1_R18N21",2018,NA,NA
"LAR2N32","pxw","La_18_1","18","21","3","La_18_1_R18N21",2018,1,0.023058637
"LAR2N33","pxw","La_18_1","18","22","1","La_18_1_R18N22",2018,0,0.009020607
NA,NA,"La_18_1","18","22","2","La_18_1_R18N22",2018,NA,NA
"LAR2N33","pxw","La_18_1","18","22","3","La_18_1_R18N22",2018,0,0.008758722
"LAR2N34","pxw","La_18_1","18","23","1","La_18_1_R18N23",2018,1,0.028288365
"LAR2N34","pxw","La_18_1","18","23","2","La_18_1_R18N23",2018,1,0.033680099
"LAR2N34","pxw","La_18_1","18","23","3","La_18_1_R18N23",2018,1,0.026340929
"LAR2N35","pxw","La_18_1","18","24","1","La_18_1_R18N24",2018,0,0.010426643
"LAR2N35","pxw","La_18_1","18","24","2","La_18_1_R18N24",2018,0,0.009412789
"LAR2N35","pxw","La_18_1","18","24","3","La_18_1_R18N24",2018,0,0.010787031
"LAR2N36","pxw","La_18_1","18","25","1","La_18_1_R18N25",2018,1,0.026904471
"LAR2N36","pxw","La_18_1","18","25","2","La_18_1_R18N25",2018,1,0.021154486
"LAR2N36","pxw","La_18_1","18","25","3","La_18_1_R18N25",2018,1,0.015749041
"LAR2N37","pxw","La_18_1","18","26","1","La_18_1_R18N26",2018,0,0.013802565
"LAR2N37","pxw","La_18_1","18","26","2","La_18_1_R18N26",2018,0,0.018473609
"LAR2N37","pxw","La_18_1","18","26","3","La_18_1_R18N26",2018,0,0.026225298
"LAR2N38","pxw","La_18_1","18","27","1","La_18_1_R18N27",2018,0,0.012542308
"LAR2N38","pxw","La_18_1","18","27","2","La_18_1_R18N27",2018,0,0.007744181
"LAR2N38","pxw","La_18_1","18","27","3","La_18_1_R18N27",2018,0,0.008964019
"LAR2N39","pxw","La_18_1","18","28","1","La_18_1_R18N28",2018,1,0.009801141
"LAR2N39","pxw","La_18_1","18","28","2","La_18_1_R18N28",2018,1,0.012584792
"LAR2N39","pxw","La_18_1","18","28","3","La_18_1_R18N28",2018,1,0.012872881
"LAR2N40","pxw","La_18_1","18","29","1","La_18_1_R18N29",2018,0,0.011844859
"LAR2N40","pxw","La_18_1","18","29","2","La_18_1_R18N29",2018,0,0.007588259
"LAR2N40","pxw","La_18_1","18","29","3","La_18_1_R18N29",2018,0,0.009484206
"LAR2N12","pxw","La_18_1","18","3","1","La_18_1_R18N3",2018,1,0.014589375
"LAR2N12","pxw","La_18_1","18","3","2","La_18_1_R18N3",2018,1,0.012895349
"LAR2N12","pxw","La_18_1","18","3","3","La_18_1_R18N3",2018,1,0.016573536
NA,NA,"La_18_1","18","30","1","La_18_1_R18N30",2018,NA,NA
NA,NA,"La_18_1","18","30","2","La_18_1_R18N30",2018,NA,NA
NA,NA,"La_18_1","18","30","3","La_18_1_R18N30",2018,NA,NA
NA,NA,"La_18_1","18","31","1","La_18_1_R18N31",2018,NA,NA
"LAR2N42","pxw","La_18_1","18","31","2","La_18_1_R18N31",2018,0,0.015287542
"LAR2N42","pxw","La_18_1","18","31","3","La_18_1_R18N31",2018,0,0.008908827
NA,NA,"La_18_1","18","32","1","La_18_1_R18N32",2018,NA,NA
NA,NA,"La_18_1","18","32","2","La_18_1_R18N32",2018,NA,NA
NA,NA,"La_18_1","18","32","3","La_18_1_R18N32",2018,NA,NA
NA,NA,"La_18_1","18","33","1","La_18_1_R18N33",2018,NA,NA
NA,NA,"La_18_1","18","33","2","La_18_1_R18N33",2018,NA,NA
NA,NA,"La_18_1","18","33","3","La_18_1_R18N33",2018,NA,NA
NA,NA,"La_18_1","18","34","1","La_18_1_R18N34",2018,NA,NA
NA,NA,"La_18_1","18","34","2","La_18_1_R18N34",2018,NA,NA
NA,NA,"La_18_1","18","34","3","La_18_1_R18N34",2018,NA,NA
NA,NA,"La_18_1","18","4","1","La_18_1_R18N4",2018,NA,NA
NA,NA,"La_18_1","18","4","2","La_18_1_R18N4",2018,NA,NA
NA,NA,"La_18_1","18","4","3","La_18_1_R18N4",2018,NA,NA
NA,NA,"La_18_1","18","5","1","La_18_1_R18N5",2018,NA,NA
NA,NA,"La_18_1","18","5","2","La_18_1_R18N5",2018,NA,NA
NA,NA,"La_18_1","18","5","3","La_18_1_R18N5",2018,NA,NA
NA,NA,"La_18_1","18","6","1","La_18_1_R18N6",2018,NA,NA
NA,NA,"La_18_1","18","6","2","La_18_1_R18N6",2018,NA,NA
NA,NA,"La_18_1","18","6","3","La_18_1_R18N6",2018,NA,NA
NA,NA,"La_18_1","18","7","1","La_18_1_R18N7",2018,NA,NA
NA,NA,"La_18_1","18","7","2","La_18_1_R18N7",2018,NA,NA
NA,NA,"La_18_1","18","7","3","La_18_1_R18N7",2018,NA,NA
"LAR2N17","pxw","La_18_1","18","8","1","La_18_1_R18N8",2018,1,0.01035244
"LAR2N17","pxw","La_18_1","18","8","2","La_18_1_R18N8",2018,1,NA
"LAR2N17","pxw","La_18_1","18","8","3","La_18_1_R18N8",2018,1,0.010219947
"LAR2N18","pxw","La_18_1","18","9","1","La_18_1_R18N9",2018,1,0.019581777
NA,NA,"La_18_1","18","9","2","La_18_1_R18N9",2018,NA,NA
"LAR2N18","pxw","La_18_1","18","9","3","La_18_1_R18N9",2018,1,0.014300688
"LAR2N44","pxw","La_18_1","19","1","1","La_18_1_R19N1",2018,0,0.009745525
"LAR2N44","pxw","La_18_1","19","1","2","La_18_1_R19N1",2018,0,0.007487517
NA,NA,"La_18_1","19","1","3","La_18_1_R19N1",2018,NA,NA
NA,NA,"La_18_1","19","10","1","La_18_1_R19N10",2018,NA,NA
NA,NA,"La_18_1","19","10","2","La_18_1_R19N10",2018,NA,NA
NA,NA,"La_18_1","19","10","3","La_18_1_R19N10",2018,NA,NA
"LAR2N54","pxw","La_18_1","19","11","1","La_18_1_R19N11",2018,0,0.009347651
"LAR2N54","pxw","La_18_1","19","11","2","La_18_1_R19N11",2018,0,0.005822523
"LAR2N54","pxw","La_18_1","19","11","3","La_18_1_R19N11",2018,0,0.008464006
"LAR2N55","pxw","La_18_1","19","12","1","La_18_1_R19N12",2018,1,0.015159733
NA,NA,"La_18_1","19","12","2","La_18_1_R19N12",2018,NA,NA
"LAR2N55","pxw","La_18_1","19","12","3","La_18_1_R19N12",2018,1,0.019959007
"LAR2N56","pxw","La_18_1","19","13","1","La_18_1_R19N13",2018,1,0.014535659
"LAR2N56","pxw","La_18_1","19","13","2","La_18_1_R19N13",2018,1,0.015573364
"LAR2N56","pxw","La_18_1","19","13","3","La_18_1_R19N13",2018,1,0.012293812
"LAR2N57","pxw","La_18_1","19","14","1","La_18_1_R19N14",2018,1,0.016010036
"LAR2N57","pxw","La_18_1","19","14","2","La_18_1_R19N14",2018,1,0.010137953
"LAR2N57","pxw","La_18_1","19","14","3","La_18_1_R19N14",2018,1,0.008877478
"LAR2N58","pxw","La_18_1","19","15","1","La_18_1_R19N15",2018,0,0.008082713
"LAR2N58","pxw","La_18_1","19","15","2","La_18_1_R19N15",2018,0,0.004604242
"LAR2N58","pxw","La_18_1","19","15","3","La_18_1_R19N15",2018,0,0.006307507
"LAR2N59","pxw","La_18_1","19","16","1","La_18_1_R19N16",2018,0,0.007672583
"LAR2N59","pxw","La_18_1","19","16","2","La_18_1_R19N16",2018,0,0.007801646
"LAR2N59","pxw","La_18_1","19","16","3","La_18_1_R19N16",2018,0,0.005517322
"LAR2N60","pxw","La_18_1","19","17","1","La_18_1_R19N17",2018,1,0.019648945
"LAR2N60","pxw","La_18_1","19","17","2","La_18_1_R19N17",2018,1,0.020389033
"LAR2N60","pxw","La_18_1","19","17","3","La_18_1_R19N17",2018,1,0.015286319
NA,NA,"La_18_1","19","18","1","La_18_1_R19N18",2018,NA,NA
NA,NA,"La_18_1","19","18","2","La_18_1_R19N18",2018,NA,NA
NA,NA,"La_18_1","19","18","3","La_18_1_R19N18",2018,NA,NA
"LAR2N62","pxw","La_18_1","19","19","1","La_18_1_R19N19",2018,1,NA
"LAR2N62","pxw","La_18_1","19","19","2","La_18_1_R19N19",2018,1,0.020259196
"LAR2N62","pxw","La_18_1","19","19","3","La_18_1_R19N19",2018,1,0.017827926
NA,NA,"La_18_1","19","2","1","La_18_1_R19N2",2018,NA,NA
NA,NA,"La_18_1","19","2","2","La_18_1_R19N2",2018,NA,NA
NA,NA,"La_18_1","19","2","3","La_18_1_R19N2",2018,NA,NA
"LAR2N63","pxw","La_18_1","19","20","1","La_18_1_R19N20",2018,1,0.014427022
"LAR2N63","pxw","La_18_1","19","20","2","La_18_1_R19N20",2018,1,0.017071468
"LAR2N63","pxw","La_18_1","19","20","3","La_18_1_R19N20",2018,1,0.013460643
NA,NA,"La_18_1","19","21","1","La_18_1_R19N21",2018,NA,NA
