"Genotype","predicted.value","std.error","status","AVSED","h2_Cullis","Gvar","pop","co_loc","pop_BLUE"
"LAR4N70",29.0382206871846,3.80452416717387,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N71",28.2218307347906,3.7269723407288,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N74",33.3542520175356,3.73001748484161,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N76",30.58460238496,3.71971480523778,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N77",25.4690560420317,3.87624760766254,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N79",33.8469393684153,3.79234447881788,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N8",2.84199478529394,4.44803598216216,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxw","1",28.6108682474495
"LAR4N82",22.4955552129507,3.768326624856,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N84",28.5828606361686,3.75918252513488,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","0",16.0083188577731
"LAR4N86",21.8349358415191,3.84873006723465,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N87",22.7140770005281,3.9290933145527,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
"LAR4N88",19.2885939647936,3.82625520092164,"Estimable",4.82252023955339,0.785385283227341,54.1824479947895,"pxa","1",16.0083188577731
