taxa,PC1,PC2,PC3
LAR5N24,-29.6283092987891,60.7476991099252,8.00783971615381
LAR5N26,-35.2641682647476,55.7473597735404,15.9473129052319
LAR5N28,-35.9557331134939,65.180993629494,-5.11337252347347
LAR5N3,-28.8867467109416,52.9364060714689,1.17746216374996
LAR5N31,-32.7308404427765,53.1812800395203,30.5478230917202
LAR5N32,-35.9443011481785,52.906022037349,-3.23935917422035
LAR5N34,-34.5847883091008,53.0033364604552,12.1559324628027
LAR5N35,-34.5506265806717,52.9685214614766,12.1357062257002
LAR5N37,-32.9982967123447,62.6546725577517,6.40994204509853
LAR5N38,-30.9826123372221,53.6568071275872,16.984289890229
LAR5N39,-33.3548790168578,67.1351609453186,-22.2240023483689
LAR5N4,-29.4087515978699,59.5491489465513,-6.52838936149142
LAR5N41,-33.8413448660154,55.8306667189236,2.80492392968668
LAR5N42,-37.586947077983,51.3558033529491,13.190248839539
LAR5N47,-27.6327944176544,61.7931298587043,2.35915812488216
LAR5N5,-29.0158359634691,64.2076679579545,-3.18711498777094
LAR5N50,-32.5175409573223,66.5032763882837,-2.74148089396646
LAR5N51,-31.9853813158145,54.2797003356282,16.6905248735279
LAR5N52,-36.7655244811616,63.8120727200396,-22.1585436856144
LAR5N55,-34.6919150838472,66.3823261845264,6.92039766221469
LAR5N56,-29.4467038943998,56.1624909115244,-8.09559727319909
LAR5N57,-35.1074003867958,53.169837493974,21.6548181958148
LAR5N58,-37.0434685321097,51.2105081381437,1.49947847212265
LAR5N62,-32.9492394707533,45.8190403523556,-8.48489498633968
LAR5N63,-34.3389037492663,50.8903865947926,14.3301953489974
LAR5N64,-33.2455279524703,53.8792187236765,29.9355907162868
LAR5N65,-37.0193203736174,51.7490182591962,1.60248892272837
LAR5N66,-29.7961863855308,57.6403695091194,26.8949835512272
LAR5N67,-30.3037416461088,55.4760569329901,0.896538992919299
LAR5N68,-32.5730587087507,63.5939316829604,-10.3779414599156
LAR5N69,-31.8587802332907,59.6796768940826,18.7518665560459
LAR5N70,-30.4446820955972,59.1049133672103,-5.65600540710348
LAR5N72,-31.4274634880906,58.4279437961923,-14.6820951166428
LAR5N73,-29.3519323626322,58.4340677910108,-25.7865834441332
LAR5N74,-32.1942900717508,55.8292237286259,-14.88261036641
LAR5N75,-32.5643373686755,58.5439969466219,-14.0693703758329
LAR5N76,-33.5918652951127,52.570182050817,-5.12544336979375
LAR5N77,-32.5428362693802,56.2605026539307,-11.8787848598691
LAR5N78,-26.0630714073252,56.9322572268968,10.7230152109328
LAR5N8,-26.0365744542472,68.2863417824493,-8.46169686251898
LAR5N80,-30.4400250876542,53.8930640732382,11.0564242946432
LAR5N86,-29.2355529941058,55.8219434961045,-7.05876644868669
LAR5N88,-31.4418830009094,61.0458605982319,3.99031119438319
LAR5N89,-27.7192617980957,56.5837754134202,-3.81264367869383
LAR5N9,-37.3949740828405,55.6225477984275,-6.25580211446789
LAR5N96,-36.0889408384982,56.254093522027,-10.6132813966636
LAR5N97,-37.1799011970185,53.630450298683,-13.1330655202913
LAR5N99,-30.5590843385479,57.557283640352,4.26383559152864
LAR6N10,-38.4682355725046,54.1746558882424,15.1645358884983
LAR6N12,-33.7930887304116,58.860770695802,1.46806749334113
LAR6N13,-27.9142181684616,65.2000703563088,-6.65652436116318
LAR6N14,-30.3718421656625,58.1017959212195,6.91783362977052
LAR6N17,-34.3007240170546,61.7375272291879,-18.323821938431
LAR6N2,-31.7176456104972,59.8461613098827,4.33397890050675
LAR6N22,-33.029097582966,51.7435547888285,-2.31978172354078
LAR6N25,-34.2599333791278,57.9011574770385,-8.73853466851716
LAR6N27,-29.1440298909752,62.5199056767807,-20.1866541127956
LAR6N28,-30.7116821689999,64.4172098743214,-12.3926642901665
LAR6N3,-33.3087890321988,57.2584920080631,1.742475411632
LAR6N30,-30.9503059836201,62.3001813263529,-13.6533855205829
LAR6N31,-29.2033439856402,56.0806933390281,-2.59032628079642
LAR6N38,-32.3609273158675,53.5591964192296,-7.29605749698247
LAR6N39,-32.474989231149,63.6055357649326,0.315953490963278
LAR6N4,-34.0996389243145,54.9555029331378,8.52276150491918
LAR6N40,-29.9458184912501,50.7010842676113,1.37444434194669
LAR6N43,-36.0372436750445,53.4963964627556,-6.03223602191795
LAR6N44,-25.4879537741571,54.7670373598058,0.395734243208101
LAR6N45,-38.4549121288631,54.8331420897361,22.0308460184842
LAR6N46,-38.4492417818211,54.8145681750235,22.0500110030939
LAR6N47,-34.9675382031103,54.7789436665992,16.4872982581376
LAR6N49,-33.6505856968541,59.3837903166038,-9.90247502774886
LAR6N5,-29.5416585910308,58.477986493481,8.48772993375917
LAR6N50,-28.1436265273761,69.7863655127447,-2.24911032337723
LAR6N51,-28.9693716470049,54.9719443974268,-10.6224738559367
LAR6N52,-34.3863900660396,55.9182335061742,-8.59168711521656
LAR6N54,-30.4405551664944,56.143692344289,-6.59452541004689
LAR6N55,-37.7550780325294,62.293100203896,8.33312330503371
LAR6N57,-33.4665071099669,51.3275305592263,1.85819411003849
LAR6N60,-38.6000548418961,56.5075345213297,20.0694429953593
LAR6N64,-31.1728703060662,52.0598584230762,6.81980571678764
LAR6N65,-37.1257878552658,58.9754077745961,-1.82262548306432
LAR6N66,-33.9561761501524,52.4553159977059,4.87354840493509
LAR6N74,-23.6935992032471,52.1469113365461,22.7412423869128
LAR6N75,-28.7430188430495,61.9842555012042,-19.1257504432439
LAR6N8,-31.7744827406729,55.0149318787283,-19.2255152007673
LAR6N9,-32.6758630183786,61.2242558957703,1.24199926660252
